Поступление товаров,,,,,,,,,,
"Группировки строк: Ссылка.Магазин; Ссылка; 
Дополнительные поля: Номенклатура; Характеристика номенклатуры; Номенклатура.Код; Количество; Ставка НДС; Сумма НДС; Цена; Сумма; Ссылка.Магазин; Ссылка.Дата; Ссылка.Номер; Ссылка.Контрагент; Ссылка.Сумма документа; Ссылка.Проведен; 
Отбор: Ссылка.Дата Больше или равно ""21.06.2013 0:00:00"" И Ссылка.Дата Меньше или равно ""30.10.2013 23:50:00""",,,,,,,,,,
,,,,,,,,,,
Ссылка,,,,,Шапка,,,,,
,,,,,Ссылка.Магазин,,,,,
"Номенклатура, Код",Характеристика номенклатуры,Количество,Цена,Сумма,Шапка,,,,,
,,,,,Ссылка.Магазин,Ссылка.Дата,Ссылка.Номер,Ссылка.Контрагент,Ссылка.Сумма документа,Ссылка.Проведен
,,,,,Магазин Галерея,,,,,
Поступление товаров ЦБ000000356 от 17.09.2013 20:52:52,,,,,Магазин Галерея,17.09.2013 20:52:52,ЦБ000000356,Ситимолл,"19,800.00",Да
"Платье 3096, ЦБ000004173",,3.000,"3,000.00","9,000.00",,,,,,
"Кардиган Mahardia, ЦБ000003074",,2.000,"3,700.00","7,400.00",,,,,,
"Кофта La femme 3266, ЦБ000004188",,2.000,"1,700.00","3,400.00",,,,,,
Поступление товаров ЦБ000000357 от 17.09.2013 20:53:18,,,,,Магазин Галерея,17.09.2013 20:53:18,ЦБ000000357,Норд 1-44,"16,000.00",Да
"Джинсы AMN 4114 DNM2, ЦБ000004139",,5.000,"3,200.00","16,000.00",,,,,,
Поступление товаров ЦБ000000365 от 18.09.2013 21:37:26,,,,,Магазин Галерея,18.09.2013 21:37:26,ЦБ000000365,Норд 1-44,"9,900.00",Да
"Платье Forsara 1757, ЦБ000004198",,3.000,"3,300.00","9,900.00",,,,,,
Поступление товаров ЦБ000000366 от 18.09.2013 21:37:52,,,,,Магазин Галерея,18.09.2013 21:37:52,ЦБ000000366,Ситимолл,"10,800.00",Да
"Платье Dzynline 11256, ЦБ000003888",,4.000,"2,700.00","10,800.00",,,,,,
Поступление товаров ЦБ000000372 от 19.09.2013 21:00:24,,,,,Магазин Галерея,19.09.2013 21:00:24,ЦБ000000372,Поставщик,"91,400.00",Да
"Пальто Icon 9029, ЦБ000003765",,4.000,"6,200.00","24,800.00",,,,,,
"Пальто Icon 9002, ЦБ000003767",,3.000,"6,200.00","18,600.00",,,,,,
"Пальто Icon 9008, ЦБ000003766",,8.000,"6,000.00","48,000.00",,,,,,
Поступление товаров ЦБ000000375 от 20.09.2013 20:58:43,,,,,Магазин Галерея,20.09.2013 20:58:43,ЦБ000000375,Норд 1-44,"5,800.00",Да
"Кофта Felecita 5012, ЦБ000004116",,2.000,"2,900.00","5,800.00",,,,,,
Поступление товаров ЦБ000000376 от 20.09.2013 20:59:18,,,,,Магазин Галерея,20.09.2013 20:59:18,ЦБ000000376,Пик,"5,200.00",Да
"Бадлон Sogo 45507, ЦБ000004104",,2.000,"2,600.00","5,200.00",,,,,,
Поступление товаров ЦБ000000380 от 22.09.2013 20:41:31,,,,,Магазин Галерея,22.09.2013 20:41:31,ЦБ000000380,Пик,"27,200.00",Да
"Пальто Rinascimento 57340, ЦБ000004061",,4.000,"6,800.00","27,200.00",,,,,,
Поступление товаров ЦБ000000382 от 23.09.2013 12:19:06,,,,,Магазин Галерея,23.09.2013 12:19:06,ЦБ000000382,Галерея,"1,200.00",Да
"Футболка Denny Rose 9050, ЦБ000003862",,1.000,"1,200.00","1,200.00",,,,,,
Поступление товаров ЦБ000000386 от 23.09.2013 22:09:16,,,,,Магазин Галерея,23.09.2013 22:09:16,ЦБ000000386,Дыбенко,"68,200.00",Да
"Платье Geenawong 8712, ЦБ000004174",,3.000,"3,000.00","9,000.00",,,,,,
"Пальто Epica 1020, ЦБ000003523",,3.000,"3,000.00","9,000.00",,,,,,
"Пальто Faze, ЦБ000002423",,7.000,"6,000.00","42,000.00",,,,,,
"Пальто Setre, ЦБ000001869",,2.000,"4,100.00","8,200.00",,,,,,
Поступление товаров ЦБ000000387 от 25.09.2013 10:22:02,,,,,Магазин Галерея,25.09.2013 10:22:02,ЦБ000000387,Норд 1-44,"25,000.00",Да
"Пальто Zaal 46004, ЦБ000004146",,2.000,"12,500.00","25,000.00",,,,,,
Поступление товаров ЦБ000000389 от 25.09.2013 20:10:35,,,,,Магазин Галерея,25.09.2013 20:10:35,ЦБ000000389,Пик,"6,600.00",Да
"Платье Marc Jacobs 31366 размеры, ЦБ000004210","M, Полоска",1.000,"3,300.00","3,300.00",,,,,,
"Платье Marc Jacobs 31366 размеры, ЦБ000004210","S, Полоска",1.000,"3,300.00","3,300.00",,,,,,
Поступление товаров ЦБ000000396 от 26.09.2013 20:26:46,,,,,Магазин Галерея,26.09.2013 20:26:46,ЦБ000000396,Возврат из ремонта,"15,700.00",Да
"Платье , ЦБ000002956",,3.000,"3,100.00","9,300.00",,,,,,
"Пиджак AMN (CHLOE), ЦБ000003080",,1.000,"3,500.00","3,500.00",,,,,,
"Платье Dzynline 11250, ЦБ000003885",,1.000,"2,900.00","2,900.00",,,,,,
Поступление товаров ЦБ000000397 от 26.09.2013 20:27:27,,,,,Магазин Галерея,26.09.2013 20:27:27,ЦБ000000397,Розничный покупатель,"12,504.00",Да
"Пальто Zaal 46004, ЦБ000004146",,1.000,"12,500.00","12,500.00",,,,,,
"Платье Fevori , ЦБ000003306",,2.000,2.00,4.00,,,,,,
"Платье (DG), ЦБ000003182",,1.000,,,,,,,,
Поступление товаров ЦБ000000405 от 27.09.2013 21:11:51,,,,,Магазин Галерея,27.09.2013 21:11:51,ЦБ000000405,Дыбенко,"105,150.00",Да
"Свитер Tropez, ЦБ000002803",,4.000,"1,150.00","4,600.00",,,,,,
"Кофта , ЦБ000002998",,2.000,"1,300.00","2,600.00",,,,,,
"Туника Felicita, ЦБ000002574",,3.000,"1,900.00","5,700.00",,,,,,
"Пончо Rinascimento, ЦБ000000905",,1.000,"1,900.00","1,900.00",,,,,,
"Кофта AMN (DG), ЦБ000002690",,2.000,"1,800.00","3,600.00",,,,,,
"Пончо AMN, 00000000339",,1.000,"2,100.00","2,100.00",,,,,,
"Туника Modu, ЦБ000002685",,2.000,"1,500.00","3,000.00",,,,,,
"Кофта Dezan, ЦБ000002677",,1.000,"2,500.00","2,500.00",,,,,,
"Двойка KADAN, ЦБ000002771",,2.000,"1,900.00","3,800.00",,,,,,
"Платье TERMESA, ЦБ000002661",,2.000,"3,300.00","6,600.00",,,,,,
"Платье Cindy, ЦБ000002971",,2.000,"4,000.00","8,000.00",,,,,,
"Платье AMN(DG), ЦБ000002911",,2.000,"2,850.00","5,700.00",,,,,,
"Платье Oben, ЦБ000001300",,1.000,"2,200.00","2,200.00",,,,,,
"Платье Oben, ЦБ000001668",,1.000,"2,200.00","2,200.00",,,,,,
"Джинсы  AMN, ЦБ000002354",,3.000,"2,600.00","7,800.00",,,,,,
"Джинсы  AMN, ЦБ000002335",,4.000,"2,500.00","10,000.00",,,,,,
"Джинсы AMN, ЦБ000002337",,3.000,"2,500.00","7,500.00",,,,,,
"Джинсы AMN, ЦБ000001233",,4.000,"2,250.00","9,000.00",,,,,,
"Брюки AMN 10052 DNM2, ЦБ000003757",,2.000,"2,350.00","4,700.00",,,,,,
"Джинсы AMN , ЦБ000001180",,2.000,"2,150.00","4,300.00",,,,,,
"Кофта Be Be, ЦБ000002663",,3.000,"1,300.00","3,900.00",,,,,,
"Туника Mandya, ЦБ000002679",,3.000,"1,150.00","3,450.00",,,,,,
Поступление товаров ЦБ000000406 от 27.09.2013 21:14:17,,,,,Магазин Галерея,27.09.2013 21:14:17,ЦБ000000406,Дыбенко,"39,600.00",Да
"Платье Oben 8747, ЦБ000004247","36, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 8747, ЦБ000004247","38, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 8747, ЦБ000004247","40, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 8747, ЦБ000004247","42, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Пальто Annie 516, ЦБ000004144",,2.000,"12,500.00","25,000.00",,,,,,
"Кофта  Celyn 1896, ЦБ000004161",,2.000,"1,900.00","3,800.00",,,,,,
Поступление товаров ЦБ000000407 от 27.09.2013 21:15:12,,,,,Магазин Галерея,27.09.2013 21:15:12,ЦБ000000407,Ситимолл,"15,600.00",Да
"Кофта  Marc Jacobs 12905 размеры, ЦБ000004281","Un, Синий",3.000,"2,300.00","6,900.00",,,,,,
"Брюки Forsara 1727, ЦБ000004117",,3.000,"2,900.00","8,700.00",,,,,,
Поступление товаров ЦБ000000424 от 30.09.2013 14:09:28,,,,,Магазин Галерея,30.09.2013 14:09:28,ЦБ000000424,Возврат из ремонта,"6,800.00",Да
"Платье Sirius 2219, ЦБ000004077",,1.000,"2,500.00","2,500.00",,,,,,
"Платье Rinascimento, 00000000355",,1.000,"4,300.00","4,300.00",,,,,,
Поступление товаров ЦБ000000426 от 30.09.2013 20:51:58,,,,,Магазин Галерея,30.09.2013 20:51:58,ЦБ000000426,Возврат из ремонта,"5,000.00",Да
"Костюм Just Rich, ЦБ000003253",,1.000,"5,000.00","5,000.00",,,,,,
Поступление товаров ЦБ000000427 от 30.09.2013 20:53:41,,,,,Магазин Галерея,30.09.2013 20:53:41,ЦБ000000427,Ситимолл,"12,700.00",Да
"Кофта  DG 1309, ЦБ000004168",,2.000,"2,000.00","4,000.00",,,,,,
"Брюки Gazaline 3081, ЦБ000004228","38, Синий",1.000,"2,900.00","2,900.00",,,,,,
"Брюки Gazaline 3081, ЦБ000004228","40, Синий",1.000,"2,900.00","2,900.00",,,,,,
"Брюки Gazaline 3081, ЦБ000004228","42, Синий",1.000,"2,900.00","2,900.00",,,,,,
Поступление товаров ЦБ000000428 от 30.09.2013 21:10:19,,,,,Магазин Галерея,30.09.2013 21:10:19,ЦБ000000428,Пуховики,"646,200.00",Да
"Пуховик Snow Owl, ЦБ000002491",,9.000,"8,000.00","72,000.00",,,,,,
"Snow Image, ЦБ000001150",,2.000,"5,000.00","10,000.00",,,,,,
"Snow Image, ЦБ000001308",,7.000,"3,000.00","21,000.00",,,,,,
"Пуховик Snow Beauty, 00000000360",,3.000,"6,500.00","19,500.00",,,,,,
"Пуховик Daser, ЦБ000002501",,6.000,"6,000.00","36,000.00",,,,,,
"Пуховик Daser, ЦБ000002505",,5.000,"7,500.00","37,500.00",,,,,,
"Пуховик Snow Owl, ЦБ000002490",,2.000,"4,000.00","8,000.00",,,,,,
"Пуховик Snow Owl, ЦБ000002492",,3.000,"5,500.00","16,500.00",,,,,,
"Пуховик Catail Wilow, ЦБ000002556",,2.000,"8,000.00","16,000.00",,,,,,
"Пуховик Moon Wells, ЦБ000001312",,2.000,"4,000.00","8,000.00",,,,,,
"Пуховик Catail Willow, ЦБ000002521",,6.000,"13,000.00","78,000.00",,,,,,
"Пуховик Snow Image, ЦБ000001079",,3.000,"6,800.00","20,400.00",,,,,,
"Пуховик Daser, ЦБ000002598",,5.000,"11,000.00","55,000.00",,,,,,
"Пуховик Snow Owl, ЦБ000002494",,3.000,"6,000.00","18,000.00",,,,,,
"Пуховик Snow Owl, ЦБ000002740",,1.000,"7,800.00","7,800.00",,,,,,
"Пуховик Snow beauty, ЦБ000001143",,1.000,"11,000.00","11,000.00",,,,,,
"Пуховик Daser, ЦБ000002997",,1.000,"7,500.00","7,500.00",,,,,,
"Пуховик SNOW IMAGE, ЦБ000001068",,7.000,"5,500.00","38,500.00",,,,,,
"Пуховик Cattal Willow, ЦБ000001069",,1.000,"8,000.00","8,000.00",,,,,,
"Пуховик Snow Image, ЦБ000001024",,2.000,"5,000.00","10,000.00",,,,,,
"Пуховик Miss Sun, ЦБ000002500",,6.000,"5,000.00","30,000.00",,,,,,
"Пуховик Snow Owl, ЦБ000002502",,6.000,"7,500.00","45,000.00",,,,,,
"Пуховик Moon in wells, 00000000311",,1.000,"4,000.00","4,000.00",,,,,,
"Пуховик Catail Willow, ЦБ000002557",,1.000,"11,500.00","11,500.00",,,,,,
"Пуховик Snow Owl, ЦБ000002520",,1.000,"5,000.00","5,000.00",,,,,,
"Пуховик Catail Willow, ЦБ000002507",,1.000,"10,500.00","10,500.00",,,,,,
"Пуховик Catail Willow, ЦБ000001149",,3.000,"8,500.00","25,500.00",,,,,,
"Пуховик Catail Willow, ЦБ000001088",,4.000,"4,000.00","16,000.00",,,,,,
Поступление товаров ЦБ000000433 от 01.10.2013 18:01:11,,,,,Магазин Галерея,01.10.2013 18:01:11,ЦБ000000433,Галерея,"9,600.00",Нет
"Джинсы Philipp Plein 4045 DNM2R1, ЦБ000004130",,3.000,"3,200.00","9,600.00",,,,,,
Поступление товаров ЦБ000000436 от 01.10.2013 20:46:30,,,,,Магазин Галерея,01.10.2013 20:46:30,ЦБ000000436,Норд 1-44,"20,600.00",Да
"Платье DG 39, ЦБ000003794",,2.000,"6,000.00","12,000.00",,,,,,
"Пиджак Celyn 3512 STN2, ЦБ000004126",,2.000,"4,300.00","8,600.00",,,,,,
Поступление товаров ЦБ000000440 от 02.10.2013 20:27:09,,,,,Магазин Галерея,02.10.2013 20:27:09,ЦБ000000440,Ситимолл,"32,600.00",Да
"Кофта  Tinonel 330, ЦБ000004162",,2.000,"1,600.00","3,200.00",,,,,,
"Пальто Zaal 299 размеры, ЦБ000004289","36, Черный",1.000,"12,900.00","12,900.00",,,,,,
"Брюки AMN 4023 STN1, ЦБ000004140",,5.000,"3,300.00","16,500.00",,,,,,
Поступление товаров ЦБ000000439 от 02.10.2013 20:32:10,,,,,Магазин Галерея,02.10.2013 20:32:10,ЦБ000000439,Пуховики,"321,100.00",Да
"Пуховик Catail Wilow, ЦБ000002556",,6.000,"8,000.00","48,000.00",,,,,,
"Пуховик Catail Willow, ЦБ000002513",,4.000,"10,500.00","42,000.00",,,,,,
"Пуховик Snow Owl, ЦБ000002488",,1.000,"5,000.00","5,000.00",,,,,,
"Пуховик Snow Owl, ЦБ000002495",,2.000,"5,500.00","11,000.00",,,,,,
"Пуховик Snow Owl, ЦБ000002490",,6.000,"4,000.00","24,000.00",,,,,,
"Пуховик Daser, ЦБ000002997",,4.000,"7,500.00","30,000.00",,,,,,
"Пуховик Snow beauty, ЦБ000001141",,1.000,"11,000.00","11,000.00",,,,,,
"Пуховик Snow Beauty, ЦБ000001142",,1.000,"9,500.00","9,500.00",,,,,,
"Пуховик Rachel Ray, ЦБ000001314",,1.000,"7,900.00","7,900.00",,,,,,
"Пуховик Miss Fo Fo, ЦБ000002692",,3.000,"6,500.00","19,500.00",,,,,,
"Куртка Cattal Willow, ЦБ000001094",,8.000,"4,400.00","35,200.00",,,,,,
"Пуховик Daser, ЦБ000002505",,2.000,"7,500.00","15,000.00",,,,,,
"Пуховик Catail Willow, ЦБ000002503",,7.000,"9,000.00","63,000.00",,,,,,
Поступление товаров ЦБ000000449 от 04.10.2013 17:06:42,,,,,Магазин Галерея,04.10.2013 17:06:42,ЦБ000000449,Пик,"18,700.00",Да
"Платье Chanel 12673 размеры, ЦБ000004213","M, Черный",1.000,"2,800.00","2,800.00",,,,,,
"Платье Chanel 12673 размеры, ЦБ000004213","S, Черный",1.000,"2,800.00","2,800.00",,,,,,
"Кофта  Pin Jou/Zhurong furen 13012, ЦБ000004208","Un, Голубой",3.000,"2,100.00","6,300.00",,,,,,
"Платье Dywa 3029 размеры, ЦБ000004214","M, Зеленый",2.000,"3,400.00","6,800.00",,,,,,
Поступление товаров ЦБ000000450 от 04.10.2013 20:51:09,,,,,Магазин Галерея,04.10.2013 20:51:09,ЦБ000000450,Пик,"5,000.00",Да
"Костюм Just Rich, ЦБ000003253",,1.000,"5,000.00","5,000.00",,,,,,
Поступление товаров ЦБ000000455 от 05.10.2013 20:07:59,,,,,Магазин Галерея,05.10.2013 20:07:59,ЦБ000000455,Дыбенко,"5,000.00",Да
"Туника Mandya, ЦБ000002679",,2.000,"1,150.00","2,300.00",,,,,,
"Кофта EVEN, ЦБ000002961",,2.000,"1,350.00","2,700.00",,,,,,
Поступление товаров ЦБ000000456 от 05.10.2013 20:09:58,,,,,Магазин Галерея,05.10.2013 20:09:58,ЦБ000000456,Пик,"10,800.00",Да
"Платье Bies 81035, ЦБ000004249","36, Розы",1.000,"2,700.00","2,700.00",,,,,,
"Платье Bies 81035, ЦБ000004249","38, Розы",1.000,"2,700.00","2,700.00",,,,,,
"Платье Bies 81035, ЦБ000004249","40, Розы",1.000,"2,700.00","2,700.00",,,,,,
"Платье Bies 81035, ЦБ000004249","42, Розы",1.000,"2,700.00","2,700.00",,,,,,
Поступление товаров ЦБ000000467 от 06.10.2013 20:06:20,,,,,Магазин Галерея,06.10.2013 20:06:20,ЦБ000000467,Дыбенко,"43,900.00",Да
"Платье Denny Rose 7075, ЦБ000004305","XS, Синий",1.000,"5,200.00","5,200.00",,,,,,
"Пальто Zaal 299 размеры, ЦБ000004289","36, Черный",1.000,"12,900.00","12,900.00",,,,,,
"Пальто Zaal 299 размеры, ЦБ000004289","38, Черный",1.000,"12,900.00","12,900.00",,,,,,
"Пальто Zaal 299 размеры, ЦБ000004289","40, Черный",1.000,"12,900.00","12,900.00",,,,,,
Поступление товаров ЦБ000000468 от 06.10.2013 20:07:01,,,,,Магазин Галерея,06.10.2013 20:07:01,ЦБ000000468,Ситимолл,"12,900.00",Да
"Платье 1030, ЦБ000004101",,3.000,"4,300.00","12,900.00",,,,,,
Поступление товаров ЦБ000000476 от 07.10.2013 20:29:15,,,,,Магазин Галерея,07.10.2013 20:29:15,ЦБ000000476,Пик,"10,200.00",Да
"Платье Justwoman 6276, ЦБ000004241","36, Синий",1.000,"3,400.00","3,400.00",,,,,,
"Платье Justwoman 6276, ЦБ000004241","40, Синий",2.000,"3,400.00","6,800.00",,,,,,
Поступление товаров ЦБ000000477 от 07.10.2013 20:31:31,,,,,Магазин Галерея,07.10.2013 20:31:31,ЦБ000000477,Норд 1-44,"13,400.00",Да
"Платье Justwoman 6276, ЦБ000004241","38, Красный",1.000,"3,400.00","3,400.00",,,,,,
"Платье Justwoman 6276, ЦБ000004241","40, Красный",1.000,"3,400.00","3,400.00",,,,,,
"Платье 138813, ЦБ000004292","M, Розы",1.000,"3,300.00","3,300.00",,,,,,
"Платье 138813, ЦБ000004292","S, Розы",1.000,"3,300.00","3,300.00",,,,,,
Поступление товаров ЦБ000000482 от 08.10.2013 20:48:31,,,,,Магазин Галерея,08.10.2013 20:48:31,ЦБ000000482,Пик,"74,100.00",Да
"Платье Dzyn Line 11389, ЦБ000004250","36, Синий",1.000,"2,900.00","2,900.00",,,,,,
"Платье Dzyn Line 11389, ЦБ000004250","38, Синий",1.000,"2,900.00","2,900.00",,,,,,
"Платье Dzyn Line 11389, ЦБ000004250","40, Синий",1.000,"2,900.00","2,900.00",,,,,,
"Платье Dzyn Line 11389, ЦБ000004250","42, Синий",1.000,"2,900.00","2,900.00",,,,,,
"Пальто Zaal 299 размеры, ЦБ000004289","36, Черный",1.000,"12,900.00","12,900.00",,,,,,
"Пальто Zaal 299 размеры, ЦБ000004289","38, Черный",1.000,"12,900.00","12,900.00",,,,,,
"Пальто Zaal 299 размеры, ЦБ000004289","40, Черный",1.000,"12,900.00","12,900.00",,,,,,
"Платье Sogo, ЦБ000002024",,1.000,"4,300.00","4,300.00",,,,,,
"Юбка Sogo, ЦБ000003244",,1.000,,,,,,,,
"Юбка Codemark, ЦБ000002092",,1.000,"2,000.00","2,000.00",,,,,,
"Юбка FSK, ЦБ000002299",,7.000,"2,500.00","17,500.00",,,,,,
Поступление товаров ЦБ000000493 от 10.10.2013 9:48:38,,,,,Магазин Галерея,10.10.2013 9:48:38,ЦБ000000493,Пуховики,"10,000.00",Да
"Пуховик Snow Owl 13A 707, ЦБ000004240","M, Молочный",1.000,"10,000.00","10,000.00",,,,,,
Поступление товаров ЦБ000000499 от 11.10.2013 11:08:54,,,,,Магазин Галерея,11.10.2013 11:08:54,ЦБ000000499,Пуховики,"30,800.00",Да
"Пуховик Snow Owl 13A 926, ЦБ000004236","M, Красный",1.000,"6,500.00","6,500.00",,,,,,
"Пуховик Snow Owl 13A 718, ЦБ000004287","S, Красный",1.000,"7,800.00","7,800.00",,,,,,
"Пуховик Snow Owl 13A 707, ЦБ000004240","S, Молочный",1.000,"10,000.00","10,000.00",,,,,,
"Пуховик Snow Owl 13A 936, ЦБ000004238","S, Хаки",1.000,"6,500.00","6,500.00",,,,,,
Поступление товаров ЦБ000000505 от 11.10.2013 21:35:19,,,,,Магазин Галерея,11.10.2013 21:35:19,ЦБ000000505,Норд 1-44,"28,500.00",Да
"Платье DKNY 1882, ЦБ000004294","L, Ромбы",1.000,"3,700.00","3,700.00",,,,,,
"Платье DKNY 1882, ЦБ000004294","M, Ромбы",1.000,"3,700.00","3,700.00",,,,,,
"Платье DKNY 1882, ЦБ000004294","S, Ромбы",1.000,"3,700.00","3,700.00",,,,,,
"Юбка Forsara 1805, ЦБ000004264","M, Белый",1.000,"3,300.00","3,300.00",,,,,,
"Юбка Forsara 1805, ЦБ000004264","S, Белый",1.000,"3,300.00","3,300.00",,,,,,
"Платье Oben 8747, ЦБ000004247","36, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 8747, ЦБ000004247","38, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 8747, ЦБ000004247","40, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 8747, ЦБ000004247","42, Клетка",1.000,"2,700.00","2,700.00",,,,,,
Поступление товаров ЦБ000000506 от 11.10.2013 21:52:22,,,,,Магазин Галерея,11.10.2013 21:52:22,ЦБ000000506,Норд 1-44,"147,550.00",Да
"Кардиган LV, ЦБ000002666",,2.000,"1,600.00","3,200.00",,,,,,
"Кофта , ЦБ000002836",,2.000,"1,300.00","2,600.00",,,,,,
"Туника AMN (Armani), ЦБ000002667",,3.000,"1,600.00","4,800.00",,,,,,
"Бадлон AMN , ЦБ000002393",,2.000,"2,500.00","5,000.00",,,,,,
"Платье Rinascimento, ЦБ000002485",,2.000,"3,400.00","6,800.00",,,,,,
"Бадлон AMN (Zara), ЦБ000002684",,3.000,650.00,"1,950.00",,,,,,
"Платье Amn, ЦБ000002915",,1.000,"1,500.00","1,500.00",,,,,,
"Туника , ЦБ000002966",,4.000,"1,600.00","6,400.00",,,,,,
"Кофта , ЦБ000002978",,4.000,"1,500.00","6,000.00",,,,,,
"Туника DEZERO, ЦБ000002852",,5.000,"1,500.00","7,500.00",,,,,,
"Платье OBEN, ЦБ000000973",,1.000,"1,600.00","1,600.00",,,,,,
"Кофта Relizio, ЦБ000002843",,1.000,"1,400.00","1,400.00",,,,,,
"Платье VIPART, 00000000160",,1.000,"1,600.00","1,600.00",,,,,,
"Платье Imperial 12 ICI, ЦБ000003661",,1.000,"2,100.00","2,100.00",,,,,,
"Платье VICOLO, ЦБ000002540",,1.000,"3,000.00","3,000.00",,,,,,
"Пальто Zaal 46002, ЦБ000004141",,3.000,"12,500.00","37,500.00",,,,,,
"Платье Sirius, ЦБ000002361",,2.000,"1,700.00","3,400.00",,,,,,
"Кофта Serianno, ЦБ000003704",,2.000,"1,800.00","3,600.00",,,,,,
"Туника Imperial 115B, ЦБ000004089",,1.000,"2,100.00","2,100.00",,,,,,
"Платье Sirius, ЦБ000001319",,1.000,"2,500.00","2,500.00",,,,,,
"Платье EVE, ЦБ000001381",,2.000,"2,700.00","5,400.00",,,,,,
"Туника Stamina 10025, ЦБ000003508",,1.000,"1,500.00","1,500.00",,,,,,
"Туника Jesk, ЦБ000001258",,1.000,"1,600.00","1,600.00",,,,,,
"Туника SECRET AVENU, ЦБ000001002",,2.000,"1,800.00","3,600.00",,,,,,
"Платье OBEN, ЦБ000002581",,1.000,"1,500.00","1,500.00",,,,,,
"Кофта Phylandy, ЦБ000001285",,2.000,"1,000.00","2,000.00",,,,,,
"Свитер STAMINA, ЦБ000000958",,1.000,"1,300.00","1,300.00",,,,,,
"Бадлон Stamina, ЦБ000001268",,2.000,"1,200.00","2,400.00",,,,,,
"Туника Be be 85016, ЦБ000003409",,2.000,"1,000.00","2,000.00",,,,,,
"Туника DZYN LINE , ЦБ000001534",,1.000,"1,250.00","1,250.00",,,,,,
"Бадлон Denny Rose, ЦБ000003432",,3.000,500.00,"1,500.00",,,,,,
"Кофта Phylandy, ЦБ000001262",,1.000,"1,100.00","1,100.00",,,,,,
"Платье AMN, ЦБ000001036",,1.000,"2,500.00","2,500.00",,,,,,
"Туника Denny Rose 0477, ЦБ000003919",,3.000,"1,900.00","5,700.00",,,,,,
"Шарф+кофта 033, ЦБ000003957",,1.000,"1,450.00","1,450.00",,,,,,
"Платье Imperial, ЦБ000001324",,1.000,"2,100.00","2,100.00",,,,,,
"Платье Rinascimento, 00000000400",,1.000,"1,000.00","1,000.00",,,,,,
"Туника Cose Cosi 9310, ЦБ000004085",,1.000,"1,100.00","1,100.00",,,,,,
"Кофта Seriana 0211, ЦБ000003951",,1.000,"1,000.00","1,000.00",,,,,,
"Платье Rinascimento 57511, ЦБ000004197",,1.000,"3,000.00","3,000.00",,,,,,
Поступление товаров ЦБ000000507 от 12.10.2013 20:26:32,,,,,Магазин Галерея,12.10.2013 20:26:32,ЦБ000000507,Дыбенко,"5,800.00",Да
"Кофта Felecita 5103 белый, ЦБ000004253","Un, Белый",2.000,"2,900.00","5,800.00",,,,,,
Поступление товаров ЦБ000000515 от 14.10.2013 20:45:56,,,,,Магазин Галерея,14.10.2013 20:45:56,ЦБ000000515,Норд 1-44,,Да
"Пальто Icon 9029, ЦБ000003765",,6.000,,,,,,,,
Поступление товаров ЦБ000000530 от 20.10.2013 11:45:46,,,,,Магазин Галерея,20.10.2013 11:45:46,ЦБ000000530,Норд 1-44,"6,600.00",Да
"Кофта Rinascimento 06297, ЦБ000003996",,2.000,"3,300.00","6,600.00",,,,,,
Поступление товаров ЦБ000000536 от 22.10.2013 20:58:13,,,,,Магазин Галерея,22.10.2013 20:58:13,ЦБ000000536,Пик,"10,800.00",Да
"Платье Oben 9320 размеры, ЦБ000004244","36, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 9320 размеры, ЦБ000004244","38, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 9320 размеры, ЦБ000004244","40, Клетка",1.000,"2,700.00","2,700.00",,,,,,
"Платье Oben 9320 размеры, ЦБ000004244","42, Клетка",1.000,"2,700.00","2,700.00",,,,,,
Поступление товаров ЦБ000000537 от 22.10.2013 20:59:10,,,,,Магазин Галерея,22.10.2013 20:59:10,ЦБ000000537,Ситимолл,"10,200.00",Да
"Платье 1122, ЦБ000004367","M, Черно-белый",1.000,"2,900.00","2,900.00",,,,,,
"Платье 1122, ЦБ000004367","S, Черно-белый",2.000,"2,900.00","5,800.00",,,,,,
"Болеро Denny Rose, 00000000267",,3.000,500.00,"1,500.00",,,,,,
Поступление товаров ЦБ000000542 от 25.10.2013 17:09:13,,,,,Магазин Галерея,25.10.2013 17:09:13,ЦБ000000542,Ситимолл,"28,000.00",Да
"Рубашка AMN 2017, ЦБ000003792",,10.000,"2,500.00","25,000.00",,,,,,
"Кофта  Blayais 95, ЦБ000004166",,2.000,"1,500.00","3,000.00",,,,,,
Поступление товаров ЦБ000000546 от 26.10.2013 17:13:16,,,,,Магазин Галерея,26.10.2013 17:13:16,ЦБ000000546,Норд 1-44,"3,450.00",Да
"Свитер Tropez, ЦБ000002803",,3.000,"1,150.00","3,450.00",,,,,,
,,,,,СитиМолл,,,,,
